,x,y,z,tagId,timestamp
466,2320,-703,0,26457,2018-10-24 18:39:38.063999891
467,2633,1595,0,26376,2018-10-24 18:39:38.101999998
468,3595,-1161,0,26383,2018-10-24 18:39:38.217000008
469,2356,-638,0,26457,2018-10-24 18:39:38.278000116
470,2611,1509,0,26376,2018-10-24 18:39:38.342999935
471,3389,-801,0,26383,2018-10-24 18:39:38.484999895
472,2346,-527,0,26457,2018-10-24 18:39:38.532000064
473,2585,1474,0,26376,2018-10-24 18:39:38.569000006
474,3422,-853,0,26383,2018-10-24 18:39:38.618999958
475,2334,-605,0,26457,2018-10-24 18:39:38.668999910
476,2593,1493,0,26376,2018-10-24 18:39:38.707000017
477,3500,-806,0,26383,2018-10-24 18:39:38.849999905
478,2306,-700,0,26457,2018-10-24 18:39:38.913000107
479,2558,1465,0,26376,2018-10-24 18:39:38.950999975
480,3346,-1076,0,26383,2018-10-24 18:39:39.068000078
481,2305,-662,0,26457,2018-10-24 18:39:39.115000010
482,2602,1498,0,26376,2018-10-24 18:39:39.153000116
483,3376,-1172,0,26383,2018-10-24 18:39:39.207000017
484,2342,-536,0,26457,2018-10-24 18:39:39.256000041
485,2604,1498,0,26376,2018-10-24 18:39:39.329999924
486,3058,-1621,0,26383,2018-10-24 18:39:39.471999884
487,2370,-585,0,26457,2018-10-24 18:39:39.519999981
488,2579,1406,0,26376,2018-10-24 18:39:39.556999922
489,3182,-1632,0,26383,2018-10-24 18:39:39.674000025
490,2288,-596,0,26457,2018-10-24 18:39:39.723999977
491,2563,1397,0,26376,2018-10-24 18:39:39.765000105
492,3220,-1552,0,26383,2018-10-24 18:39:39.838000059
493,2272,-441,0,26457,2018-10-24 18:39:39.901000023
494,2729,1639,0,26376,2018-10-24 18:39:39.947000027
495,3522,-1700,0,26383,2018-10-24 18:39:40.046000004
496,2246,-926,0,26457,2018-10-24 18:39:40.095999956
497,2518,1398,0,26376,2018-10-24 18:39:40.134999990
498,3198,-1609,0,26383,2018-10-24 18:39:40.250999927
499,2300,-485,0,26457,2018-10-24 18:39:40.328999996
500,2547,1496,0,26376,2018-10-24 18:39:40.387000084
501,3225,-1642,0,26383,2018-10-24 18:39:40.532000064
502,2278,-575,0,26457,2018-10-24 18:39:40.582000017
503,2587,1502,0,26376,2018-10-24 18:39:40.618999958
504,3230,-1631,0,26383,2018-10-24 18:39:40.742000103
505,2302,-527,0,26457,2018-10-24 18:39:40.813999891
506,2569,1496,0,26376,2018-10-24 18:39:40.867000103
507,3228,-1605,0,26383,2018-10-24 18:39:40.997999907
508,2289,-609,0,26457,2018-10-24 18:39:41.049000025
509,2643,1564,0,26376,2018-10-24 18:39:41.085000038
510,3187,-1647,0,26383,2018-10-24 18:39:41.132999897
511,2279,-696,0,26457,2018-10-24 18:39:41.183000088
512,2785,1851,0,26376,2018-10-24 18:39:41.221999884
513,3272,-1349,0,26383,2018-10-24 18:39:41.365999937
514,2291,-855,0,26457,2018-10-24 18:39:41.436000109
515,2611,1518,0,26376,2018-10-24 18:39:41.486999989
516,3209,-1660,0,26383,2018-10-24 18:39:41.602999926
517,2269,-809,0,26457,2018-10-24 18:39:41.653000116
518,2593,1503,0,26376,2018-10-24 18:39:41.700000048
519,3551,-1843,0,26383,2018-10-24 18:39:41.842000008
520,2307,-658,0,26457,2018-10-24 18:39:41.901999950
521,2559,1470,0,26376,2018-10-24 18:39:41.940999985
522,3507,-1572,0,26383,2018-10-24 18:39:42.055000067
523,2280,-669,0,26457,2018-10-24 18:39:42.105999947
524,2547,1474,0,26376,2018-10-24 18:39:42.147000074
525,3455,-1717,0,26383,2018-10-24 18:39:42.200000048
526,2294,-726,0,26457,2018-10-24 18:39:42.247999907
527,2578,1465,0,26376,2018-10-24 18:39:42.319000006
528,3466,-1728,0,26383,2018-10-24 18:39:42.484999895
529,2263,-584,0,26457,2018-10-24 18:39:42.536999941
530,2530,1467,0,26376,2018-10-24 18:39:42.592000008
531,3340,-1125,0,26383,2018-10-24 18:39:42.688999891
532,2310,-624,0,26457,2018-10-24 18:39:42.749000072
533,2536,1459,0,26376,2018-10-24 18:39:42.819000006
534,3344,-1117,0,26383,2018-10-24 18:39:42.950999975
535,2348,-633,0,26457,2018-10-24 18:39:43.007999897
536,2509,1436,0,26376,2018-10-24 18:39:43.059000015
537,3176,-1296,0,26383,2018-10-24 18:39:43.167999983
538,2344,-663,0,26457,2018-10-24 18:39:43.230999947
539,2542,1427,0,26376,2018-10-24 18:39:43.312000036
540,3257,-1272,0,26383,2018-10-24 18:39:43.433000088
541,2329,-567,0,26457,2018-10-24 18:39:43.513999938
542,2572,1450,0,26376,2018-10-24 18:39:43.563999891
543,3473,-1086,0,26383,2018-10-24 18:39:43.637000084
544,2339,-539,0,26457,2018-10-24 18:39:43.687000036
545,2583,1446,0,26376,2018-10-24 18:39:43.727999926
546,3430,-1029,0,26383,2018-10-24 18:39:43.868999958
547,2371,-581,0,26457,2018-10-24 18:39:43.931999922
548,2608,1533,0,26376,2018-10-24 18:39:43.969000101
549,3388,-1090,0,26383,2018-10-24 18:39:44.082999945
550,2348,-671,0,26457,2018-10-24 18:39:44.131000042
551,2794,1831,0,26376,2018-10-24 18:39:44.168999910
552,3360,-1138,0,26383,2018-10-24 18:39:44.234999895
553,2346,-580,0,26457,2018-10-24 18:39:44.299000025
554,2759,1776,0,26376,2018-10-24 18:39:44.362999916
555,3420,-1086,0,26383,2018-10-24 18:39:44.502000093
556,2342,-745,0,26457,2018-10-24 18:39:44.552000046
557,2787,1779,0,26376,2018-10-24 18:39:44.588000059
558,3490,-1104,0,26383,2018-10-24 18:39:44.701999903
559,2360,-870,0,26457,2018-10-24 18:39:44.750000000
560,2713,1695,0,26376,2018-10-24 18:39:44.819000006
561,3445,-1045,0,26383,2018-10-24 18:39:44.960999966
562,2312,-844,0,26457,2018-10-24 18:39:45.010999918
563,2766,1855,0,26376,2018-10-24 18:39:45.049999952
564,3425,-1054,0,26383,2018-10-24 18:39:45.167999983
565,2294,-658,0,26457,2018-10-24 18:39:45.217000008
566,2713,1750,0,26376,2018-10-24 18:39:45.255000114
567,3476,-1037,0,26383,2018-10-24 18:39:45.336999893
568,2279,-775,0,26457,2018-10-24 18:39:45.394999981
569,2674,1648,0,26376,2018-10-24 18:39:45.457999945
570,3500,-943,0,26383,2018-10-24 18:39:45.551000118
571,2296,-714,0,26457,2018-10-24 18:39:45.599999905
572,2719,1829,0,26376,2018-10-24 18:39:45.637000084
573,3528,-926,0,26383,2018-10-24 18:39:45.684000015
574,2261,-673,0,26457,2018-10-24 18:39:45.733000040
575,2685,1716,0,26376,2018-10-24 18:39:45.785000086
576,3496,-934,0,26383,2018-10-24 18:39:45.936000109
577,2271,-581,0,26457,2018-10-24 18:39:45.984999895
578,2748,1823,0,26376,2018-10-24 18:39:46.023000002
579,3463,-1388,0,26383,2018-10-24 18:39:46.138000011
580,2229,-492,0,26457,2018-10-24 18:39:46.187999964
581,2579,1447,0,26376,2018-10-24 18:39:46.223999977
582,3334,-1255,0,26383,2018-10-24 18:39:46.285000086
583,2312,-489,0,26457,2018-10-24 18:39:46.357000113
584,2526,1422,0,26376,2018-10-24 18:39:46.428999901
585,3400,-1200,0,26383,2018-10-24 18:39:46.513000011
586,2304,-459,0,26457,2018-10-24 18:39:46.566999912
587,2639,1453,0,26376,2018-10-24 18:39:46.608999968
588,3545,-1747,0,26383,2018-10-24 18:39:46.726999998
589,2330,-491,0,26457,2018-10-24 18:39:46.789000034
590,2623,1432,0,26376,2018-10-24 18:39:46.854000092
591,3549,-2027,0,26383,2018-10-24 18:39:46.984999895
592,2292,-622,0,26457,2018-10-24 18:39:47.035000086
593,2756,1292,0,26376,2018-10-24 18:39:47.072999954
594,3536,-1521,0,26383,2018-10-24 18:39:47.194999933
595,2252,-537,0,26457,2018-10-24 18:39:47.247999907
596,2700,1434,0,26376,2018-10-24 18:39:47.319999933
597,3520,-1109,0,26383,2018-10-24 18:39:47.480999947
598,2283,-696,0,26457,2018-10-24 18:39:47.530999899
599,2776,1290,0,26376,2018-10-24 18:39:47.572000027
600,3542,-1953,0,26383,2018-10-24 18:39:47.686000109
601,2294,-374,0,26457,2018-10-24 18:39:47.736000061
602,2916,1203,0,26376,2018-10-24 18:39:47.775000095
603,3331,-2227,0,26383,2018-10-24 18:39:47.852999926
604,2340,-388,0,26457,2018-10-24 18:39:47.917999983
605,2941,1120,0,26376,2018-10-24 18:39:47.954999924
606,3506,-1031,0,26383,2018-10-24 18:39:48.065999985
607,2329,-388,0,26457,2018-10-24 18:39:48.115000010
608,3031,1020,0,26376,2018-10-24 18:39:48.153000116
609,3388,-1090,0,26383,2018-10-24 18:39:48.276000023
610,2311,-471,0,26457,2018-10-24 18:39:48.349999905
611,3223,997,0,26376,2018-10-24 18:39:48.430999994
612,1689,3246,0,26383,2018-10-24 18:39:48.546000004
613,2327,-636,0,26457,2018-10-24 18:39:48.595999956
614,3290,950,0,26376,2018-10-24 18:39:48.635999918
615,3500,-1018,0,26383,2018-10-24 18:39:48.750999928
616,2310,-411,0,26457,2018-10-24 18:39:48.822999954
617,3472,907,0,26376,2018-10-24 18:39:48.877000093
618,3375,-1169,0,26383,2018-10-24 18:39:49.003999949
619,2306,-460,0,26457,2018-10-24 18:39:49.052999973
620,3595,795,0,26376,2018-10-24 18:39:49.092000008
621,3615,-822,0,26383,2018-10-24 18:39:49.144999981
622,2288,-437,0,26457,2018-10-24 18:39:49.196000099
623,3718,598,0,26376,2018-10-24 18:39:49.236000061
624,3649,-929,0,26383,2018-10-24 18:39:49.377000093
625,2335,-413,0,26457,2018-10-24 18:39:49.451999903
626,3848,641,0,26376,2018-10-24 18:39:49.487999916
627,3921,-1139,0,26383,2018-10-24 18:39:49.602999926
628,2310,-377,0,26457,2018-10-24 18:39:49.654000044
629,3949,409,0,26376,2018-10-24 18:39:49.690999985
630,3985,-1185,0,26383,2018-10-24 18:39:49.744999886
631,2236,-454,0,26457,2018-10-24 18:39:49.821000099
632,4223,318,0,26376,2018-10-24 18:39:49.875000000
633,3997,-929,0,26383,2018-10-24 18:39:49.993999958
634,2331,-440,0,26457,2018-10-24 18:39:50.046000004
635,4349,145,0,26376,2018-10-24 18:39:50.085000038
636,4743,-697,0,26383,2018-10-24 18:39:50.201999903
637,2324,-470,0,26457,2018-10-24 18:39:50.255000114
638,4494,212,0,26376,2018-10-24 18:39:50.328000069
639,4127,-814,0,26383,2018-10-24 18:39:50.482000113
640,2343,-400,0,26457,2018-10-24 18:39:50.532000064
641,4337,-36,0,26376,2018-10-24 18:39:50.569000006
642,4346,-858,0,26383,2018-10-24 18:39:50.690000057
643,2312,-454,0,26457,2018-10-24 18:39:50.736999989
644,4437,24,0,26376,2018-10-24 18:39:50.778000116
645,4450,-772,0,26383,2018-10-24 18:39:50.852999926
646,2359,-348,0,26457,2018-10-24 18:39:50.928999901
647,4417,100,0,26376,2018-10-24 18:39:50.967999935
648,4573,-843,0,26383,2018-10-24 18:39:51.065000057
649,2364,-440,0,26457,2018-10-24 18:39:51.118000031
650,4300,-162,0,26376,2018-10-24 18:39:51.163000107
651,4730,-975,0,26383,2018-10-24 18:39:51.305999994
652,2363,-411,0,26457,2018-10-24 18:39:51.397000074
653,4067,-515,0,26376,2018-10-24 18:39:51.459000111
654,4940,-891,0,26383,2018-10-24 18:39:51.545000076
655,2344,-388,0,26457,2018-10-24 18:39:51.595999956
656,3942,-591,0,26376,2018-10-24 18:39:51.631999969
657,4993,-808,0,26383,2018-10-24 18:39:51.753000021
658,2323,-405,0,26457,2018-10-24 18:39:51.823999882
659,3827,-750,0,26376,2018-10-24 18:39:51.875999928
660,4992,-849,0,26383,2018-10-24 18:39:52.003999949
661,2347,-417,0,26457,2018-10-24 18:39:52.052000046
662,3770,-837,0,26376,2018-10-24 18:39:52.089999914
663,5052,-953,0,26383,2018-10-24 18:39:52.138000011
664,2301,-454,0,26457,2018-10-24 18:39:52.187000036
665,3412,-1237,0,26376,2018-10-24 18:39:52.226999998
666,5208,-863,0,26383,2018-10-24 18:39:52.369999886
667,2281,-445,0,26457,2018-10-24 18:39:52.444999933
668,3494,-1037,0,26376,2018-10-24 18:39:52.484999895
669,5385,-863,0,26383,2018-10-24 18:39:52.602999926
670,2284,-468,0,26457,2018-10-24 18:39:52.650000095
671,3674,-876,0,26376,2018-10-24 18:39:52.690999985
672,5789,-1024,0,26383,2018-10-24 18:39:52.742000103
673,2295,-427,0,26457,2018-10-24 18:39:52.825000048
674,3273,-1469,0,26376,2018-10-24 18:39:52.877000093
675,5583,-947,0,26383,2018-10-24 18:39:52.986999989
676,2316,-399,0,26457,2018-10-24 18:39:53.033999920
677,3274,-1531,0,26376,2018-10-24 18:39:53.071000099
678,6229,-990,0,26383,2018-10-24 18:39:53.187999964
679,2289,-421,0,26457,2018-10-24 18:39:53.236000061
680,3318,-1555,0,26376,2018-10-24 18:39:53.273999929
681,5741,-1110,0,26383,2018-10-24 18:39:53.355000019
682,2324,-418,0,26457,2018-10-24 18:39:53.434000015
683,3546,-1175,0,26376,2018-10-24 18:39:53.471999884
684,5556,-1132,0,26383,2018-10-24 18:39:53.572000027
685,2345,-402,0,26457,2018-10-24 18:39:53.621999979
686,3507,-1037,0,26376,2018-10-24 18:39:53.661000013
687,5706,-1118,0,26383,2018-10-24 18:39:53.792999983
688,2293,-398,0,26457,2018-10-24 18:39:53.869999886
689,3424,-1267,0,26376,2018-10-24 18:39:53.921000004
690,5667,-1073,0,26383,2018-10-24 18:39:54.042000055
691,2304,-406,0,26457,2018-10-24 18:39:54.092999935
692,3439,-1190,0,26376,2018-10-24 18:39:54.131999969
693,5729,-1014,0,26383,2018-10-24 18:39:54.180000067
694,2325,-389,0,26457,2018-10-24 18:39:54.230000019
695,3470,-1219,0,26376,2018-10-24 18:39:54.270999908
696,5624,-986,0,26383,2018-10-24 18:39:54.433000088
697,2315,-412,0,26457,2018-10-24 18:39:54.503000020
698,3388,-1419,0,26376,2018-10-24 18:39:54.552000046
